Gender,Age,Waist,TotalHeight,source
2.0,55.0,111.6,161.1,NHANES
1.0,19.0,77.5,179.4,NHANES
1.0,40.0,110.3,169.8,NHANES
1.0,37.0,110.2,181.0,NHANES
2.0,38.0,123.9,148.0,NHANES
2.0,49.0,106.7,157.3,NHANES
1.0,68.0,120.5,181.3,NHANES
2.0,55.0,118.8,161.6,NHANES
1.0,60.0,98.3,175.0,NHANES
2.0,28.0,96.2,161.4,NHANES
2.0,61.0,94.8,159.1,NHANES
1.0,75.0,135.0,172.3,NHANES
2.0,77.0,102.2,148.6,NHANES
2.0,27.0,75.6,157.0,NHANES
2.0,42.0,96.0,167.9,NHANES
1.0,53.0,107.0,187.1,NHANES
2.0,58.0,104.3,170.3,NHANES
1.0,49.0,73.8,140.6,NHANES
2.0,40.0,94.1,160.7,NHANES
1.0,24.0,89.0,184.8,NHANES
1.0,62.0,93.9,171.0,NHANES
2.0,80.0,82.1,153.2,NHANES
1.0,24.0,146.5,172.4,NHANES
2.0,79.0,109.7,154.1,NHANES
1.0,21.0,83.0,178.9,NHANES
1.0,65.0,98.0,167.7,NHANES
2.0,80.0,89.4,165.0,NHANES
1.0,64.0,95.4,182.2,NHANES
1.0,45.0,86.6,168.9,NHANES
1.0,74.0,115.3,169.9,NHANES
2.0,75.0,92.5,152.1,NHANES
1.0,35.0,82.6,173.9,NHANES
2.0,73.0,72.9,162.3,NHANES
2.0,42.0,102.6,158.5,NHANES
2.0,70.0,108.7,153.3,NHANES
1.0,35.0,86.8,179.5,NHANES
1.0,60.0,108.4,175.1,NHANES
2.0,27.0,111.8,173.4,NHANES
2.0,80.0,86.5,160.7,NHANES
1.0,31.0,84.1,172.6,NHANES
2.0,27.0,80.9,154.6,NHANES
2.0,65.0,122.9,168.5,NHANES
1.0,58.0,93.9,162.3,NHANES
1.0,55.0,146.7,169.0,NHANES
1.0,23.0,75.4,164.7,NHANES
2.0,32.0,94.0,163.0,NHANES
1.0,37.0,100.5,186.4,NHANES
1.0,51.0,106.9,168.9,NHANES
2.0,45.0,92.8,153.5,NHANES
2.0,38.0,66.6,163.6,NHANES
1.0,31.0,94.1,170.6,NHANES
2.0,64.0,119.3,160.4,NHANES
1.0,18.0,102.4,167.9,NHANES
1.0,34.0,91.3,175.1,NHANES
2.0,54.0,79.0,159.5,NHANES
2.0,55.0,112.8,172.7,NHANES
1.0,25.0,80.0,173.3,NHANES
1.0,32.0,84.5,175.9,NHANES
2.0,55.0,117.7,176.3,NHANES
2.0,26.0,77.2,162.4,NHANES
2.0,80.0,90.5,155.9,NHANES
1.0,39.0,105.7,171.6,NHANES
2.0,46.0,96.8,162.3,NHANES
1.0,66.0,136.0,164.9,NHANES
1.0,56.0,130.7,191.6,NHANES
1.0,61.0,88.8,176.6,NHANES
1.0,37.0,95.3,164.8,NHANES
1.0,29.0,87.2,177.8,NHANES
2.0,79.0,102.9,159.3,NHANES
2.0,62.0,118.1,164.2,NHANES
2.0,80.0,99.0,164.6,NHANES
2.0,63.0,127.5,153.7,NHANES
1.0,29.0,104.5,183.6,NHANES
1.0,59.0,90.9,165.2,NHANES
1.0,61.0,120.8,175.0,NHANES
1.0,28.0,83.8,179.5,NHANES
1.0,80.0,89.2,153.5,NHANES
1.0,18.0,92.5,180.4,NHANES
1.0,80.0,106.1,171.0,NHANES
1.0,19.0,74.5,172.1,NHANES
2.0,38.0,91.0,162.2,NHANES
1.0,72.0,127.4,179.5,NHANES
1.0,67.0,119.4,177.2,NHANES
1.0,43.0,124.9,184.3,NHANES
2.0,58.0,114.8,164.8,NHANES
2.0,72.0,112.1,155.9,NHANES
2.0,63.0,126.4,171.6,NHANES
1.0,18.0,76.7,185.6,NHANES
1.0,58.0,115.9,179.6,NHANES
1.0,60.0,94.5,169.7,NHANES
2.0,42.0,80.1,169.8,NHANES
2.0,51.0,118.2,171.2,NHANES
1.0,33.0,112.5,178.8,NHANES
1.0,52.0,104.2,162.0,NHANES
1.0,61.0,84.3,171.8,NHANES
1.0,70.0,99.5,173.3,NHANES
1.0,69.0,100.2,161.2,NHANES
2.0,31.0,101.6,160.8,NHANES
2.0,80.0,85.0,162.5,NHANES
2.0,46.0,73.1,155.5,NHANES
1.0,56.0,99.1,169.4,NHANES
2.0,33.0,114.6,150.5,NHANES
1.0,68.0,107.7,171.0,NHANES
2.0,37.0,111.0,164.0,NHANES
2.0,35.0,114.0,168.7,NHANES
1.0,55.0,97.2,178.2,NHANES
2.0,64.0,109.6,155.4,NHANES
2.0,44.0,87.2,157.3,NHANES
1.0,41.0,93.2,173.7,NHANES
1.0,67.0,104.4,173.3,NHANES
2.0,23.0,84.5,170.9,NHANES
2.0,19.0,69.5,166.5,NHANES
1.0,72.0,97.5,184.0,NHANES
2.0,48.0,72.6,164.4,NHANES
1.0,30.0,99.8,162.8,NHANES
1.0,70.0,119.8,164.1,NHANES
1.0,67.0,96.0,163.3,NHANES
1.0,52.0,114.3,195.9,NHANES
1.0,49.0,108.8,185.4,NHANES
1.0,64.0,99.7,171.0,NHANES
2.0,61.0,92.3,159.9,NHANES
1.0,65.0,111.4,173.1,NHANES
2.0,62.0,85.8,154.8,NHANES
2.0,29.0,96.2,155.8,NHANES
2.0,35.0,77.0,164.0,NHANES
2.0,29.0,85.8,149.8,NHANES
2.0,72.0,75.2,156.2,NHANES
2.0,53.0,92.2,156.4,NHANES
1.0,60.0,111.6,169.0,NHANES
2.0,68.0,118.0,166.2,NHANES
2.0,30.0,101.9,157.5,NHANES
2.0,52.0,71.4,163.9,NHANES
1.0,80.0,99.0,162.4,NHANES
1.0,67.0,104.8,179.9,NHANES
1.0,55.0,83.9,174.9,NHANES
2.0,77.0,110.8,162.8,NHANES
1.0,42.0,97.6,174.8,NHANES
2.0,70.0,88.0,171.0,NHANES
1.0,44.0,114.1,171.5,NHANES
2.0,43.0,103.3,155.0,NHANES
1.0,40.0,127.8,183.2,NHANES
2.0,34.0,78.5,160.5,NHANES
2.0,74.0,96.2,155.0,NHANES
2.0,71.0,95.7,162.4,NHANES
1.0,24.0,89.6,186.9,NHANES
2.0,32.0,91.5,159.9,NHANES
2.0,43.0,115.5,160.4,NHANES
2.0,62.0,100.0,159.8,NHANES
1.0,38.0,128.0,182.3,NHANES
2.0,47.0,101.6,162.4,NHANES
2.0,43.0,70.2,152.4,NHANES
1.0,30.0,123.3,178.1,NHANES
1.0,18.0,133.8,175.4,NHANES
1.0,28.0,119.4,186.6,NHANES
1.0,67.0,105.8,177.6,NHANES
2.0,54.0,98.5,153.6,NHANES
1.0,55.0,110.3,172.4,NHANES
2.0,75.0,124.5,157.8,NHANES
1.0,61.0,126.9,187.9,NHANES
2.0,29.0,102.9,166.7,NHANES
2.0,23.0,80.4,161.8,NHANES
2.0,66.0,99.4,175.3,NHANES
1.0,71.0,92.0,177.4,NHANES
2.0,59.0,107.6,165.0,NHANES
2.0,23.0,73.2,162.4,NHANES
1.0,22.0,110.4,176.0,NHANES
1.0,45.0,82.3,189.5,NHANES
1.0,60.0,96.0,188.4,NHANES
2.0,31.0,109.8,160.9,NHANES
2.0,63.0,80.0,168.0,NHANES
1.0,35.0,91.1,170.1,NHANES
1.0,67.0,113.4,172.3,NHANES
1.0,66.0,95.4,175.2,NHANES
2.0,68.0,85.5,153.1,NHANES
1.0,29.0,108.7,180.1,NHANES
2.0,56.0,101.1,165.7,NHANES
1.0,63.0,113.5,177.5,NHANES
1.0,25.0,100.7,186.6,NHANES
2.0,60.0,97.1,152.7,NHANES
2.0,62.0,98.9,169.9,NHANES
2.0,32.0,101.7,163.8,NHANES
1.0,35.0,103.3,183.9,NHANES
2.0,69.0,94.7,158.2,NHANES
2.0,24.0,99.2,166.0,NHANES
2.0,19.0,107.4,161.6,NHANES
1.0,65.0,104.2,174.7,NHANES
2.0,53.0,85.8,159.6,NHANES
1.0,70.0,119.2,172.7,NHANES
2.0,43.0,92.6,155.4,NHANES
1.0,80.0,105.3,181.9,NHANES
2.0,51.0,97.0,160.8,NHANES
2.0,39.0,85.4,165.3,NHANES
1.0,44.0,91.6,159.2,NHANES
1.0,37.0,97.9,171.8,NHANES
1.0,19.0,83.3,180.3,NHANES
2.0,50.0,112.4,158.7,NHANES
2.0,37.0,107.3,170.5,NHANES
2.0,21.0,127.7,156.4,NHANES
1.0,18.0,84.3,169.4,NHANES
2.0,24.0,83.4,161.4,NHANES
1.0,60.0,86.0,173.7,NHANES
2.0,37.0,85.6,143.1,NHANES
1.0,33.0,120.2,169.6,NHANES
1.0,45.0,116.0,185.1,NHANES
1.0,35.0,97.0,179.8,NHANES
1.0,44.0,105.6,176.2,NHANES
2.0,66.0,70.5,163.5,NHANES
2.0,58.0,123.2,169.8,NHANES
1.0,60.0,96.3,166.5,NHANES
2.0,68.0,114.5,164.1,NHANES
2.0,44.0,88.9,153.2,NHANES
1.0,18.0,106.9,172.4,NHANES
1.0,64.0,85.8,173.1,NHANES
1.0,63.0,116.7,175.8,NHANES
1.0,71.0,102.7,168.0,NHANES
2.0,70.0,126.6,160.3,NHANES
1.0,75.0,149.5,171.2,NHANES
2.0,75.0,99.7,153.2,NHANES
2.0,71.0,94.6,154.5,NHANES
2.0,35.0,93.5,163.8,NHANES
2.0,35.0,107.7,159.1,NHANES
2.0,52.0,86.5,159.6,NHANES
2.0,57.0,130.7,163.0,NHANES
1.0,58.0,103.6,168.7,NHANES
2.0,61.0,125.2,174.5,NHANES
2.0,33.0,93.0,157.4,NHANES
1.0,60.0,92.0,182.0,NHANES
2.0,45.0,137.2,166.9,NHANES
2.0,61.0,104.0,155.3,NHANES
1.0,31.0,88.8,173.9,NHANES
1.0,70.0,100.9,163.0,NHANES
2.0,54.0,120.3,155.8,NHANES
2.0,76.0,87.0,164.3,NHANES
1.0,64.0,82.9,187.9,NHANES
1.0,19.0,92.8,184.2,NHANES
2.0,70.0,93.6,160.9,NHANES
2.0,19.0,109.0,171.6,NHANES
2.0,79.0,86.0,159.9,NHANES
2.0,75.0,76.8,160.9,NHANES
2.0,27.0,96.8,163.1,NHANES
1.0,74.0,92.1,174.4,NHANES
1.0,38.0,108.9,177.8,NHANES
1.0,41.0,104.2,180.5,NHANES
1.0,61.0,114.5,189.4,NHANES
1.0,68.0,142.1,174.2,NHANES
2.0,62.0,101.2,159.3,NHANES
1.0,35.0,94.2,172.8,NHANES
1.0,64.0,109.1,169.6,NHANES
1.0,57.0,117.8,183.2,NHANES
2.0,70.0,113.7,164.1,NHANES
2.0,39.0,74.1,151.9,NHANES
2.0,38.0,68.5,169.7,NHANES
1.0,73.0,95.4,172.8,NHANES
1.0,51.0,95.2,175.7,NHANES
2.0,48.0,75.9,162.8,NHANES
2.0,64.0,74.1,152.3,NHANES
1.0,30.0,115.0,181.0,NHANES
2.0,54.0,82.8,162.0,NHANES
2.0,30.0,106.2,160.2,NHANES
1.0,79.0,108.5,179.5,NHANES
1.0,73.0,111.4,179.4,NHANES
1.0,39.0,106.6,168.5,NHANES
2.0,19.0,81.4,164.5,NHANES
1.0,68.0,141.3,177.0,NHANES
1.0,73.0,99.5,191.5,NHANES
2.0,47.0,123.1,156.2,NHANES
2.0,76.0,102.0,166.6,NHANES
1.0,60.0,90.3,169.8,NHANES
2.0,39.0,85.2,161.8,NHANES
1.0,65.0,101.1,169.0,NHANES
2.0,68.0,90.0,154.4,NHANES
2.0,74.0,91.3,159.7,NHANES
2.0,74.0,100.4,157.0,NHANES
2.0,34.0,133.7,155.9,NHANES
2.0,43.0,110.6,171.7,NHANES
2.0,20.0,76.4,158.9,NHANES
1.0,31.0,83.2,171.6,NHANES
2.0,57.0,112.6,161.3,NHANES
2.0,69.0,71.4,151.0,NHANES
1.0,70.0,127.9,172.9,NHANES
1.0,71.0,99.9,165.0,NHANES
2.0,26.0,111.3,160.2,NHANES
1.0,61.0,121.0,177.6,NHANES
1.0,71.0,83.6,171.3,NHANES
1.0,32.0,83.7,187.3,NHANES
1.0,79.0,96.4,178.0,NHANES
1.0,30.0,77.1,162.8,NHANES
2.0,65.0,121.9,160.4,NHANES
2.0,22.0,134.1,172.1,NHANES
1.0,72.0,126.5,175.3,NHANES
1.0,61.0,133.5,171.5,NHANES
2.0,79.0,108.4,155.5,NHANES
2.0,32.0,106.7,160.1,NHANES
1.0,67.0,108.9,171.6,NHANES
1.0,64.0,101.6,166.8,NHANES
1.0,55.0,120.7,176.9,NHANES
1.0,77.0,109.8,169.9,NHANES
2.0,46.0,107.5,166.5,NHANES
1.0,51.0,146.8,171.0,NHANES
2.0,80.0,92.0,158.9,NHANES
2.0,56.0,132.4,156.3,NHANES
2.0,39.0,86.3,161.1,NHANES
2.0,39.0,91.3,148.0,NHANES
1.0,76.0,72.7,160.6,NHANES
2.0,59.0,89.8,174.6,NHANES
2.0,43.0,105.3,158.3,NHANES
2.0,62.0,96.1,170.2,NHANES
2.0,24.0,116.1,163.7,NHANES
1.0,31.0,80.6,182.2,NHANES
1.0,80.0,95.0,175.2,NHANES
2.0,65.0,98.8,158.3,NHANES
1.0,65.0,80.0,176.5,NHANES
1.0,80.0,105.3,176.1,NHANES
2.0,72.0,89.5,148.8,NHANES
1.0,18.0,74.9,162.0,NHANES
1.0,37.0,102.9,175.2,NHANES
2.0,54.0,107.7,165.0,NHANES
1.0,71.0,103.3,154.6,NHANES
2.0,80.0,98.4,163.9,NHANES
1.0,58.0,90.1,174.3,NHANES
2.0,58.0,106.4,155.4,NHANES
1.0,31.0,82.1,183.4,NHANES
1.0,65.0,121.2,180.4,NHANES
1.0,29.0,87.5,182.1,NHANES
1.0,24.0,69.5,181.2,NHANES
2.0,35.0,84.0,158.0,NHANES
2.0,54.0,101.2,165.7,NHANES
1.0,20.0,113.0,165.0,NHANES
2.0,70.0,106.4,161.4,NHANES
1.0,56.0,103.0,173.7,NHANES
2.0,75.0,91.5,155.9,NHANES
2.0,65.0,102.1,168.9,NHANES
2.0,69.0,123.8,160.2,NHANES
2.0,58.0,80.1,160.8,NHANES
2.0,64.0,103.8,161.7,NHANES
2.0,40.0,77.6,156.8,NHANES
2.0,39.0,80.5,153.7,NHANES
2.0,47.0,101.7,167.3,NHANES
2.0,58.0,87.0,160.7,NHANES
1.0,23.0,85.6,172.8,NHANES
1.0,63.0,120.5,183.1,NHANES
2.0,38.0,95.2,172.3,NHANES
1.0,18.0,72.4,177.1,NHANES
2.0,60.0,117.4,168.7,NHANES
2.0,64.0,85.5,163.4,NHANES
2.0,74.0,118.0,157.2,NHANES
2.0,65.0,110.7,169.6,NHANES
2.0,66.0,110.2,160.2,NHANES
1.0,51.0,109.5,176.3,NHANES
1.0,66.0,87.6,161.3,NHANES
2.0,18.0,82.5,172.5,NHANES
1.0,28.0,119.4,170.6,NHANES
1.0,77.0,102.5,173.5,NHANES
1.0,26.0,103.2,179.9,NHANES
2.0,64.0,95.0,160.4,NHANES
2.0,23.0,79.5,175.8,NHANES
2.0,18.0,122.5,166.9,NHANES
2.0,28.0,97.2,161.1,NHANES
2.0,71.0,119.3,157.1,NHANES
2.0,64.0,99.0,168.5,NHANES
2.0,67.0,80.0,159.2,NHANES
1.0,42.0,108.6,169.0,NHANES
2.0,56.0,107.0,151.9,NHANES
2.0,69.0,84.3,162.5,NHANES
1.0,65.0,123.8,180.2,NHANES
1.0,36.0,121.4,170.3,NHANES
2.0,79.0,113.1,160.2,NHANES
2.0,63.0,100.2,167.5,NHANES
2.0,66.0,101.5,155.6,NHANES
2.0,58.0,103.6,168.5,NHANES
2.0,29.0,117.3,166.5,NHANES
2.0,19.0,114.2,161.4,NHANES
2.0,60.0,101.5,158.6,NHANES
2.0,19.0,84.5,150.7,NHANES
2.0,42.0,105.7,170.8,NHANES
1.0,68.0,91.2,164.5,NHANES
2.0,25.0,103.8,160.0,NHANES
2.0,23.0,125.8,174.6,NHANES
1.0,18.0,111.3,183.0,NHANES
2.0,75.0,97.4,154.6,NHANES
1.0,80.0,82.0,159.9,NHANES
2.0,40.0,89.3,159.3,NHANES
1.0,70.0,92.1,187.4,NHANES
1.0,26.0,116.4,177.1,NHANES
2.0,60.0,116.3,171.2,NHANES
2.0,62.0,88.5,167.1,NHANES
2.0,38.0,75.6,169.9,NHANES
1.0,63.0,92.1,173.8,NHANES
1.0,57.0,111.7,181.1,NHANES
1.0,59.0,104.4,162.8,NHANES
2.0,70.0,116.7,153.2,NHANES
2.0,68.0,91.2,166.4,NHANES
2.0,70.0,106.6,159.0,NHANES
2.0,67.0,92.8,156.5,NHANES
2.0,66.0,114.7,172.2,NHANES
1.0,59.0,112.1,173.1,NHANES
1.0,69.0,110.5,183.5,NHANES
1.0,63.0,116.2,184.5,NHANES
1.0,38.0,99.2,179.9,NHANES
1.0,76.0,116.3,165.8,NHANES
2.0,37.0,78.1,149.7,NHANES
1.0,78.0,107.8,166.7,NHANES
2.0,18.0,77.7,152.5,NHANES
2.0,39.0,80.0,162.6,NHANES
1.0,77.0,107.1,182.9,NHANES
1.0,67.0,90.2,176.2,NHANES
2.0,61.0,82.5,154.2,NHANES
2.0,54.0,98.5,162.2,NHANES
1.0,69.0,101.3,169.1,NHANES
2.0,80.0,119.0,164.2,NHANES
1.0,71.0,124.3,178.1,NHANES
2.0,63.0,81.6,166.8,NHANES
1.0,45.0,171.0,179.7,NHANES
2.0,62.0,119.8,161.4,NHANES
2.0,66.0,89.8,169.5,NHANES
1.0,45.0,129.2,176.8,NHANES
2.0,69.0,78.7,150.8,NHANES
2.0,61.0,138.5,159.7,NHANES
1.0,37.0,96.2,179.8,NHANES
2.0,37.0,128.7,174.5,NHANES
1.0,69.0,100.2,176.5,NHANES
2.0,43.0,97.9,161.1,NHANES
1.0,53.0,83.7,171.8,NHANES
1.0,80.0,110.4,173.3,NHANES
1.0,40.0,110.0,182.5,NHANES
2.0,21.0,83.0,170.7,NHANES
2.0,80.0,98.2,150.0,NHANES
2.0,61.0,84.3,155.5,NHANES
2.0,55.0,77.9,164.2,NHANES
1.0,32.0,120.5,175.0,NHANES
1.0,28.0,110.9,179.4,NHANES
1.0,61.0,108.0,179.2,NHANES
1.0,80.0,104.4,169.1,NHANES
2.0,52.0,99.0,162.7,NHANES
2.0,31.0,93.2,169.2,NHANES
1.0,46.0,115.3,178.7,NHANES
2.0,67.0,96.9,163.0,NHANES
2.0,24.0,86.9,167.4,NHANES
2.0,80.0,91.4,152.1,NHANES
1.0,24.0,87.7,182.8,NHANES
1.0,71.0,116.3,167.1,NHANES
2.0,63.0,88.5,161.3,NHANES
1.0,75.0,116.8,183.4,NHANES
2.0,51.0,94.7,162.8,NHANES
1.0,43.0,134.6,176.0,NHANES
2.0,48.0,86.5,164.3,NHANES
2.0,67.0,92.8,160.4,NHANES
1.0,55.0,115.0,175.4,NHANES
1.0,60.0,126.0,189.5,NHANES
1.0,39.0,87.6,175.6,NHANES
1.0,63.0,90.5,164.9,NHANES
2.0,80.0,108.3,156.2,NHANES
1.0,45.0,97.5,174.5,NHANES
2.0,33.0,130.8,160.4,NHANES
1.0,37.0,123.2,193.7,NHANES
1.0,56.0,110.0,179.7,NHANES
1.0,69.0,98.2,175.4,NHANES
2.0,80.0,118.3,155.6,NHANES
2.0,58.0,134.0,167.2,NHANES
2.0,68.0,96.1,163.1,NHANES
1.0,70.0,84.1,174.4,NHANES
2.0,32.0,90.5,151.7,NHANES
1.0,33.0,131.8,161.6,NHANES
2.0,19.0,84.5,165.9,NHANES
2.0,69.0,82.9,154.3,NHANES
1.0,57.0,112.7,169.6,NHANES
2.0,66.0,81.4,160.2,NHANES
1.0,40.0,112.3,190.0,NHANES
1.0,58.0,100.5,187.4,NHANES
2.0,58.0,81.0,171.0,NHANES
1.0,76.0,87.5,171.6,NHANES
2.0,51.0,110.3,165.6,NHANES
1.0,65.0,93.7,178.3,NHANES
1.0,74.0,117.2,176.0,NHANES
2.0,46.0,87.8,153.3,NHANES
2.0,32.0,87.7,153.3,NHANES
2.0,73.0,98.5,164.9,NHANES
2.0,58.0,110.0,159.8,NHANES
1.0,44.0,91.0,171.9,NHANES
2.0,19.0,67.2,157.9,NHANES
2.0,38.0,93.5,161.6,NHANES
1.0,36.0,92.5,179.3,NHANES
1.0,60.0,96.6,183.7,NHANES
1.0,19.0,80.7,170.6,NHANES
2.0,44.0,81.7,161.3,NHANES
2.0,62.0,90.1,164.0,NHANES
1.0,41.0,83.1,183.3,NHANES
2.0,57.0,106.2,165.4,NHANES
1.0,68.0,87.4,180.2,NHANES
1.0,52.0,93.2,178.1,NHANES
2.0,79.0,95.6,161.2,NHANES
2.0,21.0,79.9,167.1,NHANES
1.0,34.0,152.2,181.0,NHANES
1.0,55.0,127.0,184.2,NHANES
1.0,62.0,117.2,171.5,NHANES
1.0,60.0,124.8,175.2,NHANES
2.0,80.0,96.3,161.7,NHANES
2.0,59.0,113.9,168.3,NHANES
2.0,60.0,93.5,162.7,NHANES
2.0,80.0,95.8,146.8,NHANES
1.0,54.0,105.9,163.0,NHANES
2.0,73.0,77.0,154.1,NHANES
2.0,36.0,126.1,168.9,NHANES
1.0,71.0,126.5,180.1,NHANES
2.0,28.0,91.1,167.3,NHANES
2.0,69.0,92.8,169.3,NHANES
1.0,68.0,116.8,184.0,NHANES
1.0,71.0,88.0,173.9,NHANES
1.0,68.0,124.3,170.9,NHANES
1.0,80.0,111.4,175.1,NHANES
2.0,42.0,76.8,158.8,NHANES
2.0,57.0,96.5,161.8,NHANES
1.0,54.0,93.9,182.2,NHANES
2.0,66.0,86.6,164.2,NHANES
2.0,71.0,94.0,154.9,NHANES
2.0,39.0,86.6,166.0,NHANES
2.0,58.0,115.5,163.0,NHANES
2.0,63.0,107.7,151.3,NHANES
1.0,40.0,76.7,168.5,NHANES
1.0,34.0,96.8,177.2,NHANES
1.0,76.0,88.2,193.8,NHANES
2.0,61.0,122.3,154.3,NHANES
1.0,41.0,92.6,183.5,NHANES
1.0,63.0,89.5,165.1,NHANES
1.0,47.0,109.6,188.0,NHANES
2.0,63.0,81.0,156.5,NHANES
1.0,40.0,100.3,185.5,NHANES
2.0,78.0,92.3,152.4,NHANES
1.0,55.0,111.2,180.7,NHANES
1.0,75.0,109.2,167.8,NHANES
2.0,63.0,113.0,156.6,NHANES
2.0,49.0,88.0,151.3,NHANES
1.0,42.0,83.2,152.7,NHANES
2.0,80.0,84.0,162.6,NHANES
2.0,46.0,102.1,166.6,NHANES
1.0,59.0,101.9,169.2,NHANES
2.0,73.0,96.5,153.8,NHANES
1.0,47.0,142.9,184.7,NHANES
1.0,67.0,99.3,171.8,NHANES
1.0,22.0,131.7,175.8,NHANES
2.0,77.0,112.6,152.7,NHANES
1.0,77.0,114.6,176.5,NHANES
2.0,80.0,92.8,161.6,NHANES
2.0,55.0,83.8,161.4,NHANES
2.0,41.0,100.4,148.9,NHANES
1.0,77.0,106.5,160.3,NHANES
2.0,69.0,117.6,171.5,NHANES
2.0,63.0,77.2,162.6,NHANES
2.0,26.0,82.0,164.7,NHANES
2.0,24.0,74.5,170.8,NHANES
2.0,18.0,92.5,162.3,NHANES
2.0,71.0,71.6,157.5,NHANES
2.0,69.0,99.0,152.7,NHANES
2.0,66.0,90.1,164.7,NHANES
2.0,58.0,86.8,159.4,NHANES
1.0,32.0,100.7,183.6,NHANES
1.0,70.0,96.0,174.4,NHANES
2.0,49.0,114.0,166.4,NHANES
1.0,45.0,91.0,180.2,NHANES
2.0,62.0,90.0,161.2,NHANES
2.0,57.0,103.8,164.1,NHANES
2.0,48.0,105.2,174.0,NHANES
1.0,18.0,92.3,169.2,NHANES
2.0,58.0,77.0,163.3,NHANES
2.0,19.0,92.1,160.1,NHANES
1.0,59.0,102.4,176.1,NHANES
2.0,51.0,107.2,153.5,NHANES
2.0,39.0,88.4,164.9,NHANES
2.0,18.0,75.2,169.3,NHANES
2.0,45.0,147.4,175.1,NHANES
2.0,36.0,101.3,155.1,NHANES
2.0,29.0,106.0,156.2,NHANES
1.0,37.0,108.1,179.7,NHANES
1.0,31.0,71.8,166.5,NHANES
2.0,43.0,87.2,163.4,NHANES
2.0,43.0,97.0,161.0,NHANES
2.0,71.0,119.8,149.2,NHANES
2.0,74.0,116.8,163.3,NHANES
1.0,32.0,98.7,183.5,NHANES
2.0,43.0,115.2,157.8,NHANES
1.0,43.0,84.0,176.8,NHANES
2.0,49.0,75.9,166.2,NHANES
1.0,56.0,91.9,175.5,NHANES
1.0,48.0,101.5,176.0,NHANES
1.0,43.0,109.5,179.8,NHANES
1.0,37.0,109.5,179.9,NHANES
2.0,39.0,97.6,153.4,NHANES
1.0,77.0,106.9,164.7,NHANES
2.0,67.0,82.5,149.8,NHANES
2.0,68.0,93.7,152.3,NHANES
2.0,35.0,105.2,157.2,NHANES
2.0,80.0,79.2,166.6,NHANES
2.0,65.0,125.8,159.6,NHANES
2.0,55.0,94.6,157.2,NHANES
2.0,80.0,105.5,151.8,NHANES
1.0,50.0,104.4,177.5,NHANES
1.0,50.0,115.2,194.5,NHANES
1.0,29.0,96.9,172.0,NHANES
1.0,76.0,103.3,165.8,NHANES
1.0,19.0,84.3,167.4,NHANES
1.0,77.0,119.9,176.3,NHANES
2.0,54.0,82.3,157.0,NHANES
1.0,64.0,93.6,188.7,NHANES
2.0,68.0,115.5,162.2,NHANES
1.0,45.0,104.3,186.8,NHANES
2.0,43.0,86.6,167.4,NHANES
1.0,25.0,87.3,175.3,NHANES
1.0,45.0,135.9,178.5,NHANES
1.0,79.0,97.2,153.2,NHANES
1.0,50.0,101.1,164.5,NHANES
1.0,22.0,70.7,171.8,NHANES
2.0,62.0,92.6,166.5,NHANES
2.0,71.0,105.7,155.5,NHANES
1.0,52.0,89.5,184.9,NHANES
2.0,73.0,96.9,157.2,NHANES
2.0,30.0,88.4,164.3,NHANES
2.0,39.0,95.1,162.4,NHANES
2.0,59.0,80.4,156.2,NHANES
2.0,58.0,91.1,154.1,NHANES
1.0,62.0,105.2,168.7,NHANES
1.0,62.0,91.3,168.7,NHANES
2.0,68.0,116.6,154.8,NHANES
1.0,63.0,117.4,177.3,NHANES
1.0,56.0,120.8,179.6,NHANES
2.0,29.0,116.0,173.6,NHANES
1.0,68.0,143.6,170.4,NHANES
2.0,50.0,99.5,163.1,NHANES
2.0,80.0,116.4,165.1,NHANES
2.0,46.0,115.7,163.9,NHANES
2.0,69.0,83.0,153.8,NHANES
1.0,18.0,77.5,182.0,NHANES
2.0,80.0,111.1,154.9,NHANES
2.0,37.0,105.2,161.7,NHANES
2.0,75.0,87.5,152.5,NHANES
1.0,21.0,82.7,187.1,NHANES
2.0,34.0,138.6,174.4,NHANES
2.0,49.0,131.0,164.8,NHANES
2.0,58.0,88.2,167.1,NHANES
1.0,79.0,102.9,172.3,NHANES
1.0,66.0,130.5,186.4,NHANES
1.0,38.0,113.7,181.8,NHANES
2.0,60.0,90.6,163.5,NHANES
1.0,80.0,95.6,169.4,NHANES
1.0,19.0,75.1,180.9,NHANES
2.0,67.0,99.1,161.2,NHANES
1.0,80.0,107.3,174.2,NHANES
2.0,69.0,118.7,154.4,NHANES
1.0,29.0,113.8,176.1,NHANES
1.0,80.0,97.3,169.3,NHANES
1.0,40.0,91.9,184.8,NHANES
1.0,56.0,107.8,172.3,NHANES
1.0,75.0,118.5,185.5,NHANES
2.0,64.0,99.4,156.6,NHANES
1.0,75.0,106.7,170.6,NHANES
1.0,38.0,92.4,184.7,NHANES
2.0,62.0,99.7,165.9,NHANES
1.0,30.0,103.0,177.1,NHANES
1.0,38.0,125.4,180.5,NHANES
1.0,57.0,114.8,183.4,NHANES
1.0,56.0,159.6,180.5,NHANES
2.0,62.0,93.0,166.6,NHANES
2.0,74.0,75.8,158.3,NHANES
1.0,69.0,100.7,182.5,NHANES
1.0,64.0,95.9,170.0,NHANES
2.0,39.0,129.6,171.4,NHANES
