Gender,Age,Waist,TotalHeight,source
1.0,69.0,109.5,174.6,NHANES
2.0,77.0,83.1,154.6,NHANES
1.0,79.0,120.2,178.6,NHANES
2.0,59.0,81.6,147.7,NHANES
2.0,26.0,84.4,160.4,NHANES
1.0,71.0,109.0,172.5,NHANES
1.0,72.0,132.7,167.0,NHANES
2.0,64.0,67.0,153.1,NHANES
1.0,18.0,134.4,177.7,NHANES
2.0,59.0,73.7,174.3,NHANES
1.0,80.0,98.3,179.0,NHANES
1.0,53.0,112.0,185.5,NHANES
2.0,22.0,100.5,150.8,NHANES
1.0,19.0,79.0,186.2,NHANES
2.0,51.0,98.5,158.1,NHANES
2.0,19.0,70.4,169.4,NHANES
2.0,47.0,94.2,168.3,NHANES
2.0,40.0,85.2,168.1,NHANES
2.0,67.0,136.0,163.7,NHANES
2.0,76.0,133.2,154.2,NHANES
1.0,67.0,91.0,162.0,NHANES
2.0,78.0,111.7,166.2,NHANES
2.0,72.0,92.7,148.7,NHANES
2.0,76.0,79.5,157.2,NHANES
1.0,37.0,110.5,166.8,NHANES
2.0,34.0,72.1,171.3,NHANES
2.0,66.0,108.6,157.6,NHANES
2.0,73.0,80.4,155.3,NHANES
2.0,35.0,79.5,158.9,NHANES
1.0,65.0,99.8,176.7,NHANES
2.0,19.0,81.3,167.4,NHANES
1.0,73.0,125.9,164.6,NHANES
2.0,57.0,86.4,150.4,NHANES
2.0,41.0,106.7,158.7,NHANES
1.0,63.0,99.5,158.5,NHANES
2.0,80.0,76.5,150.6,NHANES
1.0,72.0,102.1,184.7,NHANES
2.0,34.0,111.6,158.4,NHANES
2.0,18.0,83.5,165.2,NHANES
1.0,53.0,93.4,171.8,NHANES
2.0,25.0,80.4,158.1,NHANES
2.0,43.0,90.5,164.1,NHANES
2.0,39.0,123.1,161.4,NHANES
1.0,44.0,106.0,170.0,NHANES
2.0,60.0,117.5,159.7,NHANES
1.0,62.0,102.3,182.4,NHANES
2.0,67.0,116.1,157.1,NHANES
1.0,52.0,111.7,177.0,NHANES
1.0,57.0,104.9,169.7,NHANES
2.0,61.0,116.1,164.7,NHANES
1.0,51.0,91.3,168.2,NHANES
2.0,45.0,93.0,167.8,NHANES
1.0,57.0,91.9,165.0,NHANES
2.0,28.0,117.0,164.6,NHANES
1.0,72.0,128.7,178.1,NHANES
2.0,61.0,115.5,164.2,NHANES
1.0,23.0,79.4,168.6,NHANES
1.0,80.0,110.9,161.8,NHANES
1.0,72.0,118.9,169.1,NHANES
1.0,65.0,94.3,182.0,NHANES
1.0,28.0,91.9,176.8,NHANES
1.0,34.0,99.6,177.0,NHANES
1.0,24.0,94.9,176.4,NHANES
2.0,58.0,95.9,158.0,NHANES
1.0,41.0,101.4,178.0,NHANES
1.0,39.0,90.6,190.6,NHANES
1.0,43.0,95.9,175.8,NHANES
2.0,60.0,89.9,148.3,NHANES
1.0,43.0,107.6,167.8,NHANES
2.0,68.0,101.7,165.8,NHANES
1.0,73.0,110.6,175.3,NHANES
2.0,19.0,80.3,160.0,NHANES
2.0,65.0,114.0,179.2,NHANES
1.0,33.0,105.3,164.6,NHANES
1.0,70.0,96.4,170.0,NHANES
1.0,49.0,132.5,195.9,NHANES
2.0,68.0,118.1,159.8,NHANES
1.0,75.0,116.0,171.8,NHANES
1.0,60.0,102.0,161.1,NHANES
2.0,42.0,76.8,161.5,NHANES
2.0,42.0,107.8,156.3,NHANES
2.0,65.0,115.5,166.2,NHANES
1.0,75.0,96.0,161.3,NHANES
2.0,24.0,144.7,161.2,NHANES
2.0,33.0,79.5,170.2,NHANES
2.0,22.0,78.4,154.4,NHANES
1.0,47.0,92.6,179.2,NHANES
2.0,70.0,113.9,159.3,NHANES
1.0,80.0,117.7,172.7,NHANES
2.0,64.0,98.1,160.6,NHANES
1.0,80.0,90.0,171.7,NHANES
2.0,75.0,123.8,159.4,NHANES
2.0,65.0,97.7,165.8,NHANES
1.0,60.0,132.3,169.7,NHANES
2.0,49.0,95.8,154.3,NHANES
2.0,65.0,106.4,163.7,NHANES
1.0,27.0,97.9,177.3,NHANES
1.0,18.0,103.4,174.3,NHANES
1.0,68.0,86.4,165.9,NHANES
1.0,27.0,79.6,173.7,NHANES
2.0,51.0,105.5,169.8,NHANES
2.0,68.0,112.1,169.3,NHANES
1.0,66.0,117.1,168.3,NHANES
1.0,57.0,100.3,176.7,NHANES
1.0,41.0,87.8,183.0,NHANES
1.0,63.0,105.4,167.1,NHANES
1.0,74.0,111.3,178.0,NHANES
2.0,62.0,130.6,163.6,NHANES
1.0,76.0,89.8,177.4,NHANES
2.0,48.0,135.0,156.6,NHANES
2.0,66.0,106.4,162.3,NHANES
2.0,70.0,115.7,155.9,NHANES
2.0,70.0,82.2,167.6,NHANES
1.0,57.0,90.6,170.1,NHANES
2.0,41.0,98.0,168.7,NHANES
1.0,33.0,74.0,173.5,NHANES
2.0,67.0,93.6,162.7,NHANES
2.0,40.0,105.0,158.2,NHANES
2.0,23.0,134.0,165.7,NHANES
2.0,68.0,83.9,153.6,NHANES
1.0,54.0,151.1,175.3,NHANES
2.0,42.0,87.2,170.0,NHANES
1.0,64.0,90.0,179.6,NHANES
2.0,43.0,112.0,153.9,NHANES
1.0,69.0,97.8,166.0,NHANES
2.0,48.0,68.0,156.1,NHANES
2.0,30.0,120.9,174.5,NHANES
1.0,40.0,91.8,169.5,NHANES
2.0,72.0,124.9,157.3,NHANES
2.0,27.0,117.1,178.6,NHANES
1.0,51.0,150.3,184.4,NHANES
2.0,51.0,101.7,163.9,NHANES
1.0,29.0,107.9,167.1,NHANES
2.0,61.0,97.3,177.0,NHANES
1.0,74.0,89.3,173.3,NHANES
2.0,61.0,76.0,159.2,NHANES
2.0,49.0,78.8,162.1,NHANES
2.0,25.0,114.5,158.2,NHANES
2.0,73.0,105.0,158.6,NHANES
1.0,49.0,90.8,171.0,NHANES
1.0,76.0,102.5,177.1,NHANES
2.0,34.0,77.1,155.5,NHANES
2.0,44.0,114.4,155.0,NHANES
2.0,60.0,84.9,165.0,NHANES
1.0,68.0,109.5,183.4,NHANES
2.0,61.0,92.6,172.3,NHANES
2.0,50.0,81.1,162.2,NHANES
2.0,57.0,76.8,156.3,NHANES
1.0,79.0,111.3,170.7,NHANES
2.0,29.0,77.6,165.1,NHANES
2.0,44.0,124.0,165.7,NHANES
2.0,55.0,120.7,158.6,NHANES
1.0,29.0,106.3,177.6,NHANES
1.0,49.0,149.0,182.5,NHANES
2.0,79.0,95.7,141.0,NHANES
2.0,62.0,83.6,161.5,NHANES
2.0,80.0,92.4,164.6,NHANES
2.0,55.0,106.9,168.4,NHANES
2.0,35.0,94.5,154.8,NHANES
1.0,68.0,101.6,175.1,NHANES
1.0,59.0,100.7,157.3,NHANES
2.0,43.0,73.7,165.6,NHANES
2.0,70.0,110.1,159.9,NHANES
2.0,72.0,107.8,154.7,NHANES
2.0,62.0,99.6,168.0,NHANES
2.0,53.0,91.3,149.4,NHANES
1.0,73.0,93.2,176.5,NHANES
1.0,24.0,80.9,173.7,NHANES
1.0,18.0,68.5,172.2,NHANES
2.0,27.0,79.6,159.1,NHANES
2.0,46.0,123.7,171.9,NHANES
2.0,22.0,85.7,164.1,NHANES
2.0,75.0,98.8,153.2,NHANES
1.0,24.0,105.4,170.9,NHANES
1.0,64.0,112.5,165.8,NHANES
1.0,32.0,80.3,191.4,NHANES
1.0,30.0,71.8,175.1,NHANES
1.0,47.0,118.5,170.0,NHANES
2.0,31.0,129.7,161.1,NHANES
1.0,80.0,115.2,183.7,NHANES
1.0,65.0,106.5,181.1,NHANES
1.0,27.0,90.8,173.4,NHANES
2.0,28.0,137.0,154.3,NHANES
1.0,75.0,128.6,180.2,NHANES
2.0,59.0,82.5,157.0,NHANES
2.0,49.0,84.9,161.9,NHANES
1.0,75.0,88.4,156.1,NHANES
2.0,67.0,88.9,162.7,NHANES
2.0,49.0,101.3,151.5,NHANES
1.0,21.0,81.8,173.6,NHANES
1.0,47.0,138.6,171.6,NHANES
2.0,46.0,89.0,164.5,NHANES
2.0,57.0,118.2,160.4,NHANES
2.0,80.0,112.7,157.9,NHANES
1.0,70.0,99.8,171.3,NHANES
1.0,46.0,99.6,172.1,NHANES
2.0,63.0,91.1,163.1,NHANES
2.0,64.0,70.5,173.0,NHANES
1.0,65.0,117.0,178.2,NHANES
1.0,46.0,134.5,178.0,NHANES
2.0,41.0,91.4,178.8,NHANES
1.0,18.0,138.2,185.0,NHANES
2.0,55.0,111.8,165.7,NHANES
1.0,61.0,87.0,183.3,NHANES
2.0,53.0,107.1,159.0,NHANES
1.0,19.0,102.1,180.8,NHANES
2.0,42.0,85.2,168.9,NHANES
2.0,63.0,104.6,162.4,NHANES
2.0,69.0,121.5,163.3,NHANES
2.0,62.0,101.1,150.9,NHANES
2.0,68.0,97.9,151.9,NHANES
1.0,65.0,111.9,179.5,NHANES
2.0,66.0,77.1,155.0,NHANES
2.0,68.0,111.9,158.6,NHANES
1.0,74.0,123.2,190.1,NHANES
1.0,49.0,146.4,177.3,NHANES
1.0,60.0,97.5,180.2,NHANES
1.0,63.0,104.3,175.6,NHANES
1.0,39.0,94.3,169.3,NHANES
1.0,28.0,85.7,177.4,NHANES
2.0,70.0,104.7,160.4,NHANES
1.0,62.0,107.4,175.9,NHANES
2.0,32.0,108.9,151.9,NHANES
1.0,52.0,148.2,167.4,NHANES
2.0,71.0,107.6,157.3,NHANES
2.0,49.0,109.2,163.6,NHANES
1.0,41.0,116.9,184.5,NHANES
1.0,56.0,99.8,175.7,NHANES
1.0,70.0,95.2,168.3,NHANES
2.0,80.0,80.5,163.6,NHANES
2.0,58.0,84.0,177.4,NHANES
2.0,63.0,94.0,155.0,NHANES
2.0,33.0,87.4,170.7,NHANES
1.0,20.0,89.5,187.1,NHANES
1.0,71.0,121.8,183.4,NHANES
1.0,62.0,112.0,171.2,NHANES
1.0,80.0,114.8,169.6,NHANES
2.0,37.0,80.2,163.8,NHANES
2.0,34.0,132.0,157.5,NHANES
1.0,78.0,94.7,168.8,NHANES
2.0,33.0,123.8,165.4,NHANES
1.0,66.0,90.3,165.6,NHANES
2.0,61.0,83.3,151.7,NHANES
2.0,80.0,108.5,165.8,NHANES
1.0,50.0,106.0,185.7,NHANES
1.0,33.0,133.4,185.3,NHANES
1.0,51.0,80.5,181.0,NHANES
1.0,25.0,102.3,167.3,NHANES
1.0,55.0,79.9,157.6,NHANES
1.0,40.0,90.7,183.4,NHANES
2.0,75.0,87.1,155.8,NHANES
2.0,64.0,90.3,164.9,NHANES
2.0,50.0,84.1,161.1,NHANES
1.0,56.0,111.8,174.8,NHANES
2.0,73.0,94.6,171.4,NHANES
2.0,62.0,125.3,153.4,NHANES
2.0,73.0,83.1,152.8,NHANES
2.0,31.0,102.4,156.9,NHANES
2.0,63.0,83.1,159.0,NHANES
2.0,68.0,100.5,156.6,NHANES
1.0,20.0,95.5,186.4,NHANES
2.0,33.0,155.8,165.8,NHANES
2.0,80.0,79.2,162.4,NHANES
1.0,62.0,87.4,169.1,NHANES
1.0,64.0,117.6,175.1,NHANES
2.0,72.0,90.3,147.9,NHANES
2.0,61.0,100.4,153.2,NHANES
1.0,47.0,98.6,161.7,NHANES
2.0,19.0,67.8,149.4,NHANES
2.0,68.0,92.7,165.2,NHANES
1.0,36.0,99.7,178.8,NHANES
2.0,42.0,90.1,170.9,NHANES
1.0,61.0,92.8,169.8,NHANES
2.0,40.0,151.2,168.0,NHANES
2.0,19.0,92.5,161.3,NHANES
2.0,39.0,84.4,157.8,NHANES
2.0,67.0,100.0,148.7,NHANES
1.0,41.0,101.5,181.8,NHANES
1.0,19.0,81.7,185.5,NHANES
2.0,77.0,97.0,164.1,NHANES
1.0,73.0,121.8,179.9,NHANES
2.0,46.0,84.0,160.0,NHANES
2.0,40.0,142.0,157.0,NHANES
1.0,25.0,79.3,170.1,NHANES
1.0,28.0,87.2,173.5,NHANES
1.0,62.0,135.7,179.7,NHANES
2.0,80.0,92.2,155.7,NHANES
1.0,30.0,83.0,177.9,NHANES
2.0,39.0,156.0,151.8,NHANES
2.0,27.0,119.2,158.3,NHANES
2.0,31.0,123.1,163.1,NHANES
1.0,46.0,86.9,184.9,NHANES
1.0,73.0,85.2,164.7,NHANES
1.0,68.0,105.2,161.9,NHANES
2.0,40.0,93.3,161.4,NHANES
1.0,18.0,112.6,173.2,NHANES
1.0,19.0,75.5,179.5,NHANES
1.0,76.0,112.5,174.4,NHANES
2.0,67.0,117.2,156.5,NHANES
2.0,66.0,82.8,157.4,NHANES
1.0,64.0,94.4,180.2,NHANES
2.0,75.0,104.7,165.8,NHANES
2.0,66.0,88.7,156.3,NHANES
2.0,64.0,72.0,159.7,NHANES
1.0,22.0,74.4,170.9,NHANES
2.0,60.0,110.7,150.6,NHANES
1.0,64.0,100.6,168.0,NHANES
2.0,47.0,123.1,152.2,NHANES
2.0,76.0,89.0,157.0,NHANES
2.0,63.0,119.5,162.2,NHANES
2.0,53.0,92.6,161.8,NHANES
2.0,38.0,83.2,142.4,NHANES
1.0,60.0,106.1,173.9,NHANES
2.0,62.0,103.5,163.5,NHANES
1.0,52.0,107.6,166.6,NHANES
1.0,67.0,113.5,174.6,NHANES
2.0,38.0,74.8,163.2,NHANES
2.0,51.0,113.9,167.8,NHANES
1.0,68.0,113.0,168.9,NHANES
1.0,44.0,120.1,183.1,NHANES
1.0,69.0,112.5,171.2,NHANES
2.0,38.0,107.7,156.3,NHANES
2.0,71.0,75.2,168.2,NHANES
1.0,58.0,122.8,174.9,NHANES
2.0,19.0,63.2,157.5,NHANES
2.0,18.0,136.8,171.3,NHANES
2.0,19.0,73.4,162.7,NHANES
2.0,37.0,88.7,172.5,NHANES
1.0,34.0,97.0,162.2,NHANES
1.0,18.0,74.4,187.0,NHANES
2.0,35.0,133.1,176.6,NHANES
2.0,39.0,135.8,164.1,NHANES
2.0,36.0,88.7,153.3,NHANES
1.0,71.0,100.1,169.0,NHANES
1.0,62.0,87.8,164.6,NHANES
2.0,37.0,75.9,164.6,NHANES
2.0,68.0,102.8,148.1,NHANES
2.0,71.0,104.0,155.4,NHANES
2.0,52.0,84.3,153.0,NHANES
1.0,73.0,123.3,176.9,NHANES
2.0,75.0,72.9,150.7,NHANES
2.0,45.0,72.0,149.7,NHANES
2.0,45.0,82.6,163.0,NHANES
2.0,35.0,83.0,166.9,NHANES
1.0,73.0,125.7,169.8,NHANES
1.0,32.0,90.0,173.5,NHANES
2.0,65.0,90.2,167.6,NHANES
1.0,70.0,107.9,158.3,NHANES
2.0,18.0,70.5,153.3,NHANES
2.0,57.0,99.5,163.9,NHANES
2.0,22.0,87.1,159.2,NHANES
2.0,68.0,117.8,163.6,NHANES
1.0,19.0,85.8,196.6,NHANES
2.0,29.0,92.1,149.4,NHANES
1.0,45.0,125.0,180.5,NHANES
2.0,57.0,115.0,165.6,NHANES
1.0,40.0,95.0,178.2,NHANES
1.0,42.0,99.4,172.5,NHANES
2.0,68.0,104.7,151.8,NHANES
2.0,28.0,79.2,166.3,NHANES
1.0,27.0,69.6,166.3,NHANES
2.0,40.0,87.0,171.1,NHANES
1.0,39.0,92.6,167.0,NHANES
2.0,61.0,76.8,168.0,NHANES
2.0,60.0,117.0,169.6,NHANES
2.0,31.0,108.1,165.0,NHANES
2.0,23.0,65.7,166.7,NHANES
1.0,67.0,109.4,155.5,NHANES
1.0,73.0,101.3,172.0,NHANES
1.0,28.0,75.5,169.5,NHANES
1.0,64.0,103.3,166.1,NHANES
1.0,31.0,103.2,178.1,NHANES
1.0,71.0,109.9,177.3,NHANES
1.0,49.0,95.0,174.1,NHANES
2.0,50.0,101.9,162.3,NHANES
1.0,56.0,102.3,174.1,NHANES
2.0,76.0,78.7,155.5,NHANES
2.0,60.0,112.8,162.1,NHANES
1.0,25.0,80.0,168.1,NHANES
1.0,53.0,142.3,184.3,NHANES
2.0,56.0,80.4,165.2,NHANES
2.0,19.0,73.5,150.8,NHANES
2.0,62.0,112.6,159.5,NHANES
2.0,47.0,72.1,163.2,NHANES
2.0,46.0,94.0,152.8,NHANES
2.0,61.0,108.4,158.8,NHANES
2.0,32.0,97.1,164.8,NHANES
2.0,51.0,80.3,162.6,NHANES
1.0,40.0,98.8,182.8,NHANES
1.0,72.0,109.0,178.0,NHANES
2.0,74.0,121.8,153.8,NHANES
1.0,37.0,93.7,180.8,NHANES
2.0,22.0,75.7,162.4,NHANES
1.0,76.0,137.1,183.4,NHANES
1.0,34.0,87.1,174.6,NHANES
1.0,79.0,122.7,186.3,NHANES
1.0,21.0,124.0,180.7,NHANES
2.0,43.0,95.8,169.4,NHANES
2.0,69.0,119.5,163.6,NHANES
2.0,61.0,109.0,158.2,NHANES
1.0,70.0,95.6,160.2,NHANES
1.0,20.0,106.8,180.3,NHANES
2.0,38.0,128.6,168.2,NHANES
1.0,70.0,119.3,170.4,NHANES
2.0,46.0,94.3,156.6,NHANES
2.0,47.0,88.2,152.8,NHANES
2.0,51.0,107.7,160.3,NHANES
2.0,29.0,119.5,166.3,NHANES
2.0,66.0,110.5,156.7,NHANES
2.0,62.0,89.2,164.1,NHANES
1.0,45.0,109.7,170.2,NHANES
1.0,29.0,96.4,189.0,NHANES
1.0,80.0,102.5,166.5,NHANES
2.0,68.0,119.2,169.2,NHANES
2.0,73.0,99.8,154.4,NHANES
1.0,51.0,105.4,177.2,NHANES
1.0,56.0,111.6,183.3,NHANES
1.0,18.0,83.5,172.6,NHANES
1.0,57.0,83.4,156.1,NHANES
2.0,80.0,88.6,151.2,NHANES
2.0,18.0,91.2,169.1,NHANES
2.0,63.0,74.6,154.2,NHANES
2.0,41.0,92.7,166.2,NHANES
1.0,60.0,97.8,165.8,NHANES
2.0,44.0,95.5,170.4,NHANES
2.0,56.0,108.1,155.2,NHANES
1.0,35.0,100.5,175.8,NHANES
1.0,64.0,74.3,169.8,NHANES
2.0,25.0,85.0,151.5,NHANES
1.0,71.0,148.4,179.6,NHANES
1.0,21.0,118.6,194.2,NHANES
2.0,69.0,128.2,152.2,NHANES
2.0,21.0,79.6,157.8,NHANES
2.0,80.0,127.5,151.1,NHANES
2.0,42.0,111.2,161.6,NHANES
2.0,35.0,79.1,153.3,NHANES
2.0,71.0,86.9,157.4,NHANES
2.0,42.0,154.7,166.2,NHANES
1.0,63.0,101.3,163.5,NHANES
2.0,19.0,79.7,159.7,NHANES
2.0,76.0,98.8,153.2,NHANES
2.0,70.0,84.0,165.5,NHANES
2.0,30.0,90.5,151.6,NHANES
2.0,38.0,124.0,162.0,NHANES
1.0,73.0,110.8,171.8,NHANES
1.0,33.0,120.2,182.5,NHANES
2.0,48.0,80.4,153.9,NHANES
1.0,41.0,171.5,182.9,NHANES
1.0,76.0,92.5,169.5,NHANES
2.0,56.0,106.8,161.2,NHANES
2.0,60.0,91.5,165.4,NHANES
1.0,53.0,81.0,161.0,NHANES
1.0,67.0,95.1,165.5,NHANES
1.0,62.0,85.3,173.5,NHANES
1.0,42.0,120.0,177.2,NHANES
2.0,71.0,94.0,164.8,NHANES
1.0,55.0,114.6,180.8,NHANES
1.0,68.0,116.5,191.0,NHANES
2.0,65.0,125.1,173.2,NHANES
2.0,37.0,84.3,159.3,NHANES
2.0,30.0,72.3,172.6,NHANES
2.0,71.0,93.6,158.6,NHANES
2.0,25.0,113.6,148.5,NHANES
2.0,39.0,93.2,150.2,NHANES
2.0,46.0,121.9,170.8,NHANES
2.0,69.0,124.3,158.1,NHANES
2.0,72.0,82.3,159.0,NHANES
2.0,39.0,90.1,171.9,NHANES
1.0,34.0,85.4,161.5,NHANES
2.0,43.0,75.3,172.2,NHANES
2.0,30.0,98.7,161.2,NHANES
2.0,54.0,98.1,164.3,NHANES
1.0,68.0,146.0,165.8,NHANES
2.0,76.0,113.1,163.5,NHANES
2.0,76.0,93.7,158.0,NHANES
1.0,69.0,95.7,180.6,NHANES
1.0,62.0,100.6,170.5,NHANES
1.0,70.0,113.0,164.9,NHANES
2.0,80.0,103.6,153.2,NHANES
1.0,69.0,87.5,173.0,NHANES
1.0,21.0,108.2,181.3,NHANES
2.0,31.0,80.7,169.2,NHANES
2.0,18.0,78.2,163.0,NHANES
2.0,67.0,117.8,167.3,NHANES
2.0,70.0,100.9,162.6,NHANES
1.0,69.0,110.8,163.8,NHANES
1.0,61.0,93.8,178.7,NHANES
1.0,31.0,98.7,163.6,NHANES
1.0,45.0,156.7,168.4,NHANES
2.0,43.0,133.3,164.3,NHANES
2.0,60.0,108.8,150.7,NHANES
1.0,62.0,99.1,188.2,NHANES
1.0,29.0,99.3,182.7,NHANES
1.0,69.0,112.9,172.1,NHANES
2.0,66.0,103.3,156.0,NHANES
1.0,27.0,101.2,174.0,NHANES
2.0,66.0,88.1,151.1,NHANES
2.0,24.0,87.4,165.3,NHANES
1.0,41.0,88.2,177.9,NHANES
1.0,58.0,130.8,179.5,NHANES
1.0,31.0,93.2,181.8,NHANES
1.0,55.0,110.8,172.1,NHANES
2.0,30.0,107.6,166.8,NHANES
1.0,39.0,105.2,178.6,NHANES
1.0,22.0,86.5,176.3,NHANES
2.0,33.0,70.4,150.7,NHANES
2.0,53.0,82.6,161.0,NHANES
1.0,72.0,129.5,159.2,NHANES
2.0,62.0,92.0,167.2,NHANES
2.0,52.0,113.3,167.9,NHANES
2.0,80.0,90.6,142.1,NHANES
1.0,21.0,107.1,181.8,NHANES
2.0,69.0,109.1,155.7,NHANES
1.0,33.0,99.6,174.4,NHANES
1.0,51.0,126.3,183.4,NHANES
1.0,50.0,91.0,167.6,NHANES
2.0,19.0,78.8,151.1,NHANES
2.0,72.0,119.3,158.9,NHANES
1.0,67.0,97.0,176.4,NHANES
1.0,72.0,106.4,172.9,NHANES
2.0,51.0,83.2,168.0,NHANES
1.0,33.0,105.9,176.6,NHANES
2.0,71.0,108.2,146.5,NHANES
2.0,27.0,84.7,164.6,NHANES
2.0,69.0,120.6,164.5,NHANES
1.0,69.0,113.6,179.8,NHANES
1.0,19.0,65.5,163.6,NHANES
1.0,30.0,87.0,185.9,NHANES
2.0,27.0,69.9,178.7,NHANES
1.0,56.0,103.7,175.5,NHANES
2.0,31.0,103.9,166.9,NHANES
2.0,67.0,120.1,174.2,NHANES
2.0,63.0,104.6,167.6,NHANES
2.0,37.0,98.0,154.2,NHANES
1.0,64.0,97.5,166.5,NHANES
2.0,33.0,102.5,150.7,NHANES
2.0,42.0,76.3,157.2,NHANES
1.0,63.0,143.3,171.1,NHANES
1.0,79.0,114.2,166.6,NHANES
1.0,38.0,113.7,177.2,NHANES
2.0,48.0,87.7,165.5,NHANES
2.0,30.0,84.0,171.4,NHANES
1.0,19.0,92.1,186.2,NHANES
1.0,73.0,127.4,169.4,NHANES
2.0,76.0,85.0,159.9,NHANES
2.0,37.0,82.8,153.5,NHANES
2.0,59.0,116.0,159.3,NHANES
1.0,57.0,94.2,169.5,NHANES
2.0,29.0,74.4,160.6,NHANES
1.0,59.0,115.0,166.4,NHANES
2.0,80.0,86.4,151.9,NHANES
1.0,49.0,114.2,187.2,NHANES
1.0,24.0,83.2,165.6,NHANES
2.0,47.0,85.0,160.4,NHANES
2.0,78.0,104.4,150.6,NHANES
1.0,57.0,105.2,176.4,NHANES
2.0,55.0,117.6,160.2,NHANES
2.0,25.0,93.0,178.4,NHANES
2.0,22.0,80.0,166.6,NHANES
1.0,42.0,124.8,183.6,NHANES
2.0,26.0,110.3,161.4,NHANES
1.0,59.0,104.3,167.3,NHANES
2.0,34.0,103.2,166.1,NHANES
2.0,24.0,74.0,158.7,NHANES
2.0,37.0,138.4,168.0,NHANES
2.0,65.0,96.0,169.0,NHANES
2.0,42.0,85.5,169.5,NHANES
2.0,64.0,91.1,171.0,NHANES
1.0,29.0,76.2,180.3,NHANES
2.0,40.0,84.9,149.0,NHANES
1.0,63.0,98.1,178.4,NHANES
2.0,80.0,119.3,155.3,NHANES
2.0,50.0,99.7,144.3,NHANES
2.0,64.0,103.2,169.3,NHANES
1.0,59.0,85.4,163.8,NHANES
2.0,68.0,102.4,167.2,NHANES
2.0,60.0,106.2,161.2,NHANES
2.0,53.0,86.3,160.7,NHANES
1.0,65.0,106.7,174.9,NHANES
1.0,62.0,94.2,154.2,NHANES
2.0,38.0,102.0,168.8,NHANES
2.0,21.0,81.6,160.5,NHANES
2.0,68.0,100.7,166.7,NHANES
1.0,63.0,110.1,180.5,NHANES
1.0,73.0,114.8,175.2,NHANES
2.0,80.0,84.2,161.0,NHANES
1.0,71.0,97.8,175.5,NHANES
1.0,22.0,108.0,178.6,NHANES
1.0,32.0,92.4,187.0,NHANES
2.0,79.0,99.6,160.1,NHANES
2.0,35.0,114.8,162.2,NHANES
2.0,19.0,98.6,158.2,NHANES
2.0,68.0,100.6,154.3,NHANES
1.0,67.0,99.0,167.4,NHANES
2.0,34.0,101.6,165.0,NHANES
1.0,53.0,119.2,181.6,NHANES
2.0,24.0,81.8,174.6,NHANES
1.0,36.0,82.1,177.4,NHANES
2.0,47.0,75.7,161.2,NHANES
2.0,40.0,93.9,158.8,NHANES
2.0,80.0,91.5,159.8,NHANES
2.0,64.0,110.3,167.3,NHANES
2.0,55.0,98.2,150.3,NHANES
1.0,67.0,101.5,184.4,NHANES
1.0,55.0,137.4,166.7,NHANES
1.0,66.0,78.0,195.0,NHANES
2.0,65.0,130.5,161.0,NHANES
1.0,68.0,124.8,180.0,NHANES
1.0,72.0,118.8,185.0,NHANES
1.0,80.0,99.3,168.3,NHANES
2.0,68.0,101.0,164.3,NHANES
2.0,52.0,84.3,151.2,NHANES
2.0,53.0,177.2,168.1,NHANES
2.0,63.0,111.4,161.9,NHANES
1.0,37.0,97.7,173.6,NHANES
2.0,64.0,107.8,169.7,NHANES
2.0,46.0,104.2,164.0,NHANES
2.0,63.0,74.9,149.7,NHANES
1.0,69.0,107.6,177.5,NHANES
2.0,57.0,100.8,157.1,NHANES
2.0,31.0,99.7,175.2,NHANES
1.0,18.0,97.1,189.4,NHANES
2.0,24.0,90.0,170.8,NHANES
2.0,27.0,97.4,167.6,NHANES
2.0,22.0,86.2,162.4,NHANES
1.0,68.0,92.8,175.5,NHANES
2.0,70.0,89.2,149.0,NHANES
1.0,25.0,116.7,185.0,NHANES
2.0,35.0,79.5,160.9,NHANES
2.0,53.0,111.4,153.1,NHANES
1.0,67.0,116.2,167.8,NHANES
2.0,23.0,77.4,154.0,NHANES
2.0,41.0,96.6,161.0,NHANES
2.0,67.0,103.2,154.2,NHANES
1.0,66.0,106.2,178.4,NHANES
1.0,63.0,106.9,179.4,NHANES
1.0,33.0,71.6,173.9,NHANES
2.0,69.0,101.7,152.6,NHANES
1.0,73.0,109.8,169.0,NHANES
2.0,28.0,76.2,160.0,NHANES
2.0,34.0,116.1,155.1,NHANES
1.0,36.0,85.4,171.3,NHANES
2.0,63.0,98.7,162.0,NHANES
1.0,35.0,112.0,175.6,NHANES
2.0,25.0,133.0,171.6,NHANES
2.0,69.0,103.8,157.6,NHANES
2.0,69.0,110.7,158.3,NHANES
2.0,33.0,115.4,154.6,NHANES
2.0,25.0,121.7,163.0,NHANES
2.0,31.0,97.5,165.0,NHANES
1.0,64.0,155.5,171.7,NHANES
1.0,33.0,92.8,176.7,NHANES
2.0,44.0,109.7,158.9,NHANES
2.0,38.0,84.1,166.9,NHANES
1.0,65.0,121.3,183.2,NHANES
1.0,67.0,90.0,178.6,NHANES
1.0,76.0,118.4,164.9,NHANES
2.0,29.0,123.2,148.7,NHANES
2.0,63.0,88.7,168.3,NHANES
1.0,75.0,122.0,179.0,NHANES
1.0,80.0,92.9,164.5,NHANES
1.0,64.0,117.0,183.0,NHANES
1.0,42.0,94.3,181.9,NHANES
2.0,41.0,98.1,160.9,NHANES
2.0,64.0,122.4,160.7,NHANES
